EntrezGeneID,EntrezGeneSymbol,UniProt
10422,UBAC1,Q9BSL1
10424,PGRMC2,O15173
10428,CFDP1,Q9UEE9
10436,EMG1,Q92979
10438,C1D,Q13901
10439,OLFM1,Q99784
10443,N4BP2L2,Q92802
10447,FAM3C,Q92520
10450,PPIE,Q9UNP9
10451,VAV3,Q9UKW4
10455,ECI2,O75521
10456,HAX1,O00165
10457,GPNMB,Q14956
10458,BAIAP2,Q9UQB8
10460,TACC3,Q9Y6A5
10461,MERTK,Q12866
10462,CLEC10A,Q8IUN9
10465,PPIH,O43447
10468,FST,P19883
10477,UBE2E3,Q969T4
10480,EIF3M,Q7L2H7
10482,NXF1,Q9UBU9
10490,VTI1B,Q9UEU0
10492,SYNCRIP,O60506
10493,VAT1,Q99536
10495,ENOX2,Q16206
10499,NCOA2,Q15596
10500,SEMA6C,Q9H3T2
10501,SEMA6B,Q9H3T3
10505,SEMA4F,O95754
10507,SEMA4D,Q92854
10509,SEMA4B,Q9NPR2
10512,SEMA3C,Q99985
10516,FBLN5,Q9UBX5
10519,CIB1,Q99828
10522,DEAF1,O75398
10524,KAT5,Q92993
10525,HYOU1,Q9Y4L1
10533,ATG7,O95352
10537,UBD,O15205
10538,BATF,Q16520
10539,GLRX3,O76003
10540,DCTN2,Q13561
10541,ANP32B,Q92688
10544,PROCR,Q9UNN8
10549,PRDX4,Q13162
10550,ARL6IP5,O75915
10551,AGR2,O95994
10553,HTATIP2,Q9BUP3
10556,RPP30,P78346
10558,SPTLC1,O15269
10563,CXCL13,O43927
10570,DPYSL4,O14531
10573,MRPL28,Q13084
10574,CCT7,Q99832
10578,GNLY,P22749
10584,COLEC10,Q9Y6Z7
10588,MTHFS,P49914
10589,DRAP1,Q14919
10590,SCGN,O76038
10591,DNPH1,O43598
10598,AHSA1,O95433
10605,PAIP1,Q9H074
10606,PAICS,P22234
10610,ST6GALNAC2,Q9UJ37
10611,PDLIM5,Q96HC4
10612,TRIM3,O75382
10613,ERLIN1,O75477
10614,HEXIM1,O94992
10617,STAMBP,O95630
10621,POLR3F,Q9H1D9
10627,MYL12A,P19105
10628,TXNIP,Q9H3M7
10631,POSTN,Q15063
10636,RGS14,O43566
10647,SCGB1D2,O95969
10648,SCGB1D1,O95968
10651,MTX2,O75431
10653,SPINT2,O43291
10654,PMVK,Q15126
10659,CELF2,O95319
10664,CTCF,P49711
10666,CD226,Q15762
10667,FARS2,O95363
10669,CGREF1,Q99674
10673,TNFSF13B,Q9Y275
10678,B3GNT2,Q9NY97
10683,DLL3,Q9NYJ7
10687,PNMA2,Q9UL42
10690,FUT9,Q9Y231
10694,CCT8,P50990
10695,CNPY3,Q9BT09
10718,NRG3,P56975
10726,NUDC,Q9Y266
10728,PTGES3,Q15185
10730,YME1L1,Q96TA2
10738,RFPL3,O75679
10741,RBBP9,O75884
10749,KIF1C,O43896
10750,GRAP,Q13588
10752,CHL1,O00533
10753,CAPN9,O14815
10755,GIPC1,O14908
10768,AHCYL1,O43865
10776,ARPP19,P56211
10777,ARPP21,Q9UBL0
10797,MTHFD2,P13995
10799,RPP40,O75818
10808,HSPH1,Q92598
10809,STARD10,Q9Y365
10814,CPLX2,Q6PUV4
10815,CPLX1,O14810
10816,SPINT3,P49223
10818,FRS2,Q8WU20
10826,FAXDC2,Q96IV6
10838,ZNF275,Q9NSD4
10841,FTCD,O95954
10850,CCL27,Q9Y4X3
10855,HPSE,Q9Y251
10857,PGRMC1,O00264
10859,LILRB1,Q8NHL6
10863,ADAM28,Q9UKQ2
10869,USP19,O94966
10871,CD300C,Q08708
10874,NMU,P48645
10875,FGL2,Q14314
10876,EDDM3A,Q14507
10877,CFHR4,Q92496
10878,CFHR3,Q02985
10882,C1QL1,O75973
10891,PPARGC1A,Q9UBK2
10892,MALT1,Q9UDY8
10894,LYVE1,Q9Y5Y7
10899,JTB,O76095
10901,DHRS4,Q9BTZ2
10905,MAN1A2,O60476
10907,TXNL4A,P83876
10910,SUGT1,Q9Y2Z0
10911,UTS2,O95399
10913,EDAR,Q9UNE0
10917,BTNL3,Q6UXE8
10919,EHMT2,Q96KQ7
10920,COPS8,Q99627
10923,SUB1,P53999
10924,SMPDL3A,Q92484
10927,SPIN1,Q9Y657
10930,APOBEC2,Q9Y235
10933,MORF4L1,Q9UBU8
10935,PRDX3,P30048
10938,EHD1,Q9H4M9
10941,UGT2A1,Q9Y4X1
10949,HNRNPA0,Q13151
10951,CBX1,P83916
10952,SEC61B,P60468
10954,PDIA5,Q14554
10959,TMED2,Q15363
10960,LMAN2,Q12907
10961,ERP29,P30040
10970,CKAP4,Q07065
10971,YWHAQ,P27348
10972,TMED10,P49755
10981,RAB32,Q13637
10982,MAPRE2,Q15555
10987,COPS5,Q92905
10988,METAP2,P50579
10990,LILRB5,O75023
11001,SLC27A2,O14975
11005,SPINK5,Q9NQ38
11006,LILRB4,Q8NHJ6
11009,IL24,Q13007
11010,GLIPR1,P48060
11012,KLK11,Q9UBX7
11024,LILRA1,O75019
11025,LILRA6,Q6PI73
11026,LILRA3,Q8N6C8
11027,LILRA2,Q8N149
11031,RAB31,Q13636
11034,DSTN,P60981
11040,PIM2,Q9P1W9
11043,MID2,Q9UJV3
11047,ADRM1,Q16186
11051,NUDT21,O43809
11054,OGFR,Q9NZT2
11055,ZPBP,Q9BS86
11059,WWP1,Q9H0M0
11060,WWP2,O00308
11061,CNMD,O75829
11065,UBE2C,O00762
11067,DEPP1,Q9NTK1
11073,TOPBP1,Q92547
11075,STMN2,Q93045
11076,TPPP,O94811
11077,HSF2BP,O75031
11079,RER1,O15258
11080,DNAJB4,Q9UDY4
11081,KERA,O60938
11082,ESM1,Q9NQ30
11083,DIDO1,Q9BTC0
11085,ADAM30,Q9UKF2
11086,ADAM29,Q9UKF5
11091,WDR5,P61964
11093,ADAMTS13,Q76LX8
11096,ADAMTS5,Q9UNA0
11101,ATE1,O95260
11108,PRDM4,Q9UKN5
11112,HIBADH,P31937
11116,CEP43,O95684
11118,BTN3A2,P78410
11120,BTN2A1,Q7KYR7
11123,RCAN3,Q9UKA8
11127,KIF3A,Q9Y496
11130,ZWINT,O95229
11140,CDC37,Q16543
11141,IL1RAPL1,Q9NZN1
11144,DMC1,Q14565
11145,PLAAT3,P53816
11147,HHLA3,Q9XRX5
11148,HHLA2,Q9UM44
11156,PTP4A3,O75365
11164,NUDT5,Q9UKK9
11165,NUDT3,O95989
11167,FSTL1,Q12841
11168,PSIP1,O75475
11170,FAM107A,O95990
11172,INSL6,Q9Y581
11174,ADAMTS6,Q9UKP5
11183,MAP4K5,Q9Y4K4
11184,MAP4K1,Q92918
11188,NISCH,Q9Y2I1
11197,WIF1,Q9Y5W5
11199,ANXA10,Q9UJ72
11200,CHEK2,O96017
11201,POLI,Q9UNA4
11202,KLK8,O60259
11211,FZD10,Q9ULW2
11212,PLPBP,O94903
11219,TREX2,Q9BQ50
11221,DUSP10,Q9Y6W6
11237,RNF24,Q9Y225
11238,CA5B,Q9Y2D0
11240,PADI2,Q9Y2J8
11244,ZHX1,Q9UKY1
11248,NXPH3,O95157
11249,NXPH2,O95156
11252,PACSIN2,Q9UNF0
11253,MAN1B1,Q9UKM7
11254,SLC6A14,Q9UN76
11261,CHP1,Q99653
11267,SNF8,Q96H20
11269,DDX19B,Q9UMR2
11275,KLHL2,O95198
11282,MGAT4B,Q9UQ53
11284,PNKP,Q96T60
11285,B4GALT7,Q9UBV7
11314,CD300A,Q9UGN4
11315,PARK7,Q99497
11320,MGAT4A,Q9UM21
11321,GPN1,Q9HCN4
11326,VSIG4,Q9Y279
11330,CTRC,Q99895
11331,PHB2,Q99623
11333,PDAP1,Q13442
11335,CBX3,Q13185
11337,GABARAP,O95166
11338,U2AF2,P26368
11340,EXOSC8,Q96B26
11342,RNF13,O43567
11344,TWF2,Q6IBS0
11345,GABARAPL2,P60520
22795,NID2,Q14112
22800,RRAS2,P62070
22801,ITGA11,Q9UKX5
22808,MRAS,O14807
22809,ATF5,Q9Y2D1
22827,PUF60,Q9UHX1
22829,NLGN4Y,Q8NFZ3
22839,DLGAP4,Q9Y2H0
22854,NTNG1,Q9Y2I2
22861,NLRP1,Q9C000
22865,SLITRK3,O94933
22871,NLGN1,Q8N2Q7
22876,INPP5F,Q9Y2H2
22882,ZHX2,Q9Y6X8
22883,CLSTN1,O94985
22885,ABLIM3,O94929
22916,NCBP2,P52298
22918,CD93,Q9NPY3
22919,MAPRE1,Q15691
22921,MSRB2,Q9Y3D2
22924,MAPRE3,Q9UPY8
22925,PLA2R1,Q13018
22926,ATF6,P18850
22927,HABP4,Q5JVS0
22929,SEPHS1,P49903
22931,RAB18,Q9NP72
22933,SIRT2,Q8IXJ6
22934,RPIA,P49247
22936,ELL2,O00472
22943,DKK1,O94907
22944,KIN,O60870
22948,CCT5,P48643
22949,PTGR1,Q14914
22955,SCMH1,Q96GD3
22976,PAXIP1,Q6ZW49
22977,AKR7A3,O95154
22978,NT5C2,P49902
22986,SORCS3,Q9UPU3
22997,IGSF9B,Q9UPX0
23011,RAB21,Q9UL25
23019,CNOT1,A5YKK6
23025,UNC13A,Q9UPW8
23028,KDM1A,O60341
23048,FNBP1,Q96RU3
23051,ZHX3,Q9H4I2
23059,CLUAP1,Q96AJ1
23065,EMC1,Q8N766
23070,CMTR1,Q8N1G2
23071,ERP44,Q9BS26
23072,HECW1,Q76N89
23075,SWAP70,Q9UH65
23081,KDM4C,Q9H3R0
23085,ERC1,Q8IUD2
23092,ARHGAP26,Q9UNA1
23105,FSTL4,Q6MZW2
23111,SPART,Q8N0X7
23112,TNRC6B,Q9UPQ9
23113,CUL9,Q8IWT3
23114,NFASC,O94856
23117,NPIPB3,Q92617
23127,COLGALT2,Q8IYK4
23129,PLXND1,Q9Y4D7
23157,SEPTIN6,Q14141
23163,GGA3,Q9NZ52
23166,STAB1,Q9NY15
23168,RTF1,Q92541
23170,TTLL12,Q14166
23172,ABRAXAS2,Q15018
23173,METAP1,P53582
23175,LPIN1,Q14693
23184,MESD,Q14696
23190,UBXN4,Q92575
23192,ATG4B,Q9Y4P1
23197,FAF2,Q96CS3
23203,PMPCA,Q10713
23204,ARL6IP1,Q15041
23207,PLEKHM2,Q8IWE5
23208,SYT11,Q9BT88
23210,JMJD6,Q6NYC1
23219,FBXO28,Q9NVF7
23224,SYNE2,Q8WXH0
23236,PLCB1,Q9NQ66
23237,ARC,Q7LC44
23251,MINAR1,Q9UPX6
23252,OTUD3,Q5T2D3
23256,SCFD1,Q8WVM8
23259,DDHD2,O94830
23263,MCF2L,O15068
23265,EXOC7,Q9UPT5
23269,MGA,Q8IWI9
23277,CLUH,O75153
23281,MTUS2,Q5JR59
23284,ADGRL3,Q9HAR2
23286,WWC1,Q8IX03
23301,EHBP1,Q8NDI1
23308,ICOSLG,O75144
23314,SATB2,Q9UPW6
23324,MAN2B2,Q9Y2E5
23326,USP22,Q9UPT9
23341,DNAJC16,Q9Y2G8
23348,DOCK9,Q9BZ29
23371,TNS2,Q63HR2
23380,SRGAP2,O75044
23386,NUDCD3,Q8IVD9
23406,COTL1,Q14019
23408,SIRT5,Q9NXA8
23410,SIRT3,Q9NTG7
23411,SIRT1,Q96EB6
23417,MLYCD,O95822
23429,RYBP,Q8N488
23433,RHOQ,P17081
23435,TARDBP,Q13148
23436,CELA3B,P08861
23439,ATP1B4,Q9UN42
23462,HEY1,Q9Y5J3
23467,NPTXR,O95502
23468,CBX5,P45973
23469,PHF3,Q92576
23474,ETHE1,O95571
23475,QPRT,Q15274
23476,BRD4,O60885
23479,ISCU,Q9H1K1
23480,SEC61G,P60059
23481,PES1,O00541
23491,CES3,Q6UWW8
23492,CBX7,O95931
23495,TNFRSF13B,O14836
23498,HAAO,P46952
23508,TTC9,Q92623
23509,POFUT1,Q9H488
23510,KCTD2,Q14681
23520,ANP32C,O43423
23526,ARHGAP45,Q92619
23527,ACAP2,Q15057
23532,PRAME,P78395
23536,ADAT1,Q9BUB4
23543,RBFOX2,O43251
23544,SEZ6L,Q9BYH1
23547,LILRA4,P59901
23548,TTC33,Q6PID6
23549,DNPEP,Q9ULA0
23552,CDK20,Q8IZL9
23553,HYAL4,Q2M3T9
23557,SNAPIN,O95295
23558,WBP2,Q969T9
23563,CHST5,Q9GZS9
23568,ARL2BP,Q9Y2Y0
23569,PADI4,Q9UM07
23576,DDAH1,O94760
23580,CDC42EP4,Q9H3Q1
23584,VSIG2,Q96IQ7
23586,DDX58,O95786
23589,CARHSP1,Q9Y2V2
23594,ORC6,Q9Y5N6
23604,DAPK2,Q9UIK4
23607,CD2AP,Q9Y5K6
23617,TSSK2,Q96PF2
23624,CBLC,Q9ULV8
23625,FAM89B,Q8N5H3
23627,PRND,Q9UKY0
23630,KCNE5,Q9UJ90
23633,KPNA6,O60684
23640,HSPBP1,Q9NZL4
23641,LDOC1,O95751
23644,EDC4,Q6P2E9
23646,PLD3,Q8IV08
23647,ARFIP2,P53365
23654,PLXNB2,O15031
23670,CEMIP2,Q9UHN6
23673,STX12,Q86Y82
23682,RAB38,P57729
23705,CADM1,Q9BY67
23708,GSPT2,Q8IYD1
23710,GABARAPL1,Q9H0R8
23732,FRRS1L,Q9P0K9
23743,BHMT2,Q9H2M3
23746,AIPL1,Q9NZN9
23753,SDF2L1,Q9HCN8
23759,PPIL2,Q13356
23760,PITPNB,P48739
23765,IL17RA,Q96F46
23767,FLRT3,Q9NZU0
23768,FLRT2,O43155
23769,FLRT1,Q9NZU1
23774,BRD1,O95696
23780,APOL2,Q9BQE5
24139,EML2,O95834
24142,NAA80,Q93015
24144,TFIP11,Q9UBB9
24147,FJX1,Q86VR8
24148,PRPF6,O94906
25758,KIAA1549L,Q6ZVL6
25759,SHC2,P98077
25764,HYPK,Q9NX55
25789,TMEM59L,Q9UK28
25790,CFAP45,Q9UL16
25796,PGLS,O95336
25797,QPCT,Q16769
25801,GCA,P28676
25802,LMOD1,P29536
25803,SPDEF,O95238
25804,LSM4,Q9Y4Z0
25805,BAMBI,Q13145
25813,SAMM50,Q9Y512
25814,ATXN10,Q9UBB4
25816,TNFAIP8,O95379
25817,TAFA5,Q7Z5A7
25818,KLK5,Q9Y337
25823,TPSG1,Q9NRR2
25824,PRDX5,P30044
25830,SULT4A1,Q9BR01
25834,MGAT4C,Q9UBM8
25837,RAB26,Q9ULW5
25842,ASF1A,Q9Y294
25843,MOB4,Q9Y3A3
25852,ARMC8,Q8IUR7
25853,DCAF12,Q5T6F0
25864,ABHD14A,Q9BUJ0
25870,SUMF2,Q8NBJ7
25875,LETMD1,Q6P1Q0
25876,SPEF1,Q9Y4P9
25884,CHRDL2,Q6WN34
25911,DPCD,Q9BVM2
25912,C1orf43,Q9BWL3
25915,NDUFAF3,Q9BU61
25923,ATL3,Q6DD88
25927,CNRIP1,Q96F85
25928,SOSTDC1,Q6X4U4
25932,CLIC4,Q9Y696
25939,SAMHD1,Q9Y3Z3
25941,TPGS2,Q68CL5
25945,NECTIN3,Q9NQS3
25949,SYF2,O95926
25974,MMACHC,Q9Y4U1
25975,EGFL6,Q8IUX8
25978,CHMP2B,Q9UQN3
25983,NGDN,Q8NEJ9
25989,ULK3,Q6PHR2
25996,REXO2,Q9Y3B8
26007,TKFC,Q3LXA3
26011,TENM4,Q6N022
26018,LRIG1,Q96JA1
26020,LRP10,Q7Z4F1
26025,PCDHGA12,O60330
26035,GLCE,O94923
26040,SETBP1,Q9Y6X0
26045,LRRTM2,O43300
26047,CNTNAP2,Q9UHC6
26050,SLITRK5,O94991
26060,APPL1,Q9UKG1
26061,HACL1,Q9UJ83
26063,DECR2,Q9NUI1
26085,KLK13,Q9UKR3
26088,GGA1,Q9UJY5
26090,ABHD12,Q8N2K0
26091,HERC4,Q5GLZ8
26092,TOR1AIP1,Q5JTV8
26093,CCDC9,Q9Y3X0
26112,CCDC69,A6NI79
26119,LDLRAP1,Q5SW96
26128,KIFBP,Q96EK5
26136,TES,Q9UGI8
26205,GMEB2,Q9UKD1
26225,ARL5A,Q9Y689
26227,PHGDH,O43175
26228,STAP1,Q9ULZ2
26229,B3GAT3,O94766
26230,TIAM2,Q8IVF5
26234,FBXL5,Q9UKA1
26235,FBXL4,Q9UKA2
26249,KLHL3,Q9UH77
26254,OPTC,Q9UBM4
26258,BLOC1S6,Q9UL45
26273,FBXO3,Q9UK99
26275,HIBCH,Q6NVY1
26277,TINF2,Q9BSI4
26279,PLA2G2D,Q9UNK4
26280,IL1RAPL2,Q9NP60
26281,FGF20,Q9NP95
26287,ANKRD2,Q9GZV1
26289,AK5,Q9Y6K8
26292,MYCBP,Q99417
26298,EHF,Q9NZC4
26330,GAPDHS,O14556
26355,FAM162A,Q96A26
26470,SEZ6L2,Q6UXD5
26502,NARF,Q9UHQ1
26515,TIMM10B,Q9Y5J6
26517,TIMM13,Q9Y5L4
26519,TIMM10,P62072
26523,AGO1,Q9UL18
26525,IL36RN,Q9UBH0
26528,DAZAP1,Q96EP5
26548,ITGB1BP2,Q9UKP3
26577,PCOLCE2,Q9UKZ9
26578,OSTF1,Q92882
26585,GREM1,O60565
26608,TBL2,Q9Y4P3
26609,VCX,Q9H320
26762,HAVCR1,Q96D42
26952,SMR3A,Q99954
26998,FETUB,Q9UGM5
27005,USP21,Q9UK80
27006,FGF22,Q9HCT0
27010,TPK1,Q9H3S4
27019,DNAI1,Q9UI46
27020,NPTN,Q9Y639
27034,ACAD8,Q9UKU7
27036,SIGLEC7,Q9Y286
27040,LAT,O43561
27044,SND1,Q7KZF4
27063,ANKRD1,Q15327
27067,STAU2,Q9NUL3
27068,PPA2,Q9H2U2
27071,DAPP1,Q9UN19
27076,LYPD3,O95274
27086,FOXP1,Q9H334
27087,B3GAT1,Q9P2W7
27090,ST6GALNAC4,Q9H4F1
27094,KCNMB3,Q9NPA1
27095,TRAPPC3,O43617
27098,CLUL1,Q15846
27101,CACYBP,Q9HB71
27111,SDCBP2,Q9H190
27120,DKKL1,Q9UK85
27121,DKK4,Q9UBT3
27122,DKK3,Q9UBP4
27123,DKK2,Q9UBU2
27128,CYTH4,Q9UIA0
27131,SNX5,Q9Y5X3
27132,CPNE7,Q9UBL6
27159,CHIA,Q9BZP6
27161,AGO2,Q9UKV8
27163,NAAA,Q02083
27177,IL36B,Q9NZH7
27178,IL37,Q9NZH6
27179,IL36A,Q9UHA7
27180,SIGLEC9,Q9Y336
27181,SIGLEC8,Q9NYZ4
27183,VPS4A,Q9UN37
27189,IL17C,Q9P0M4
27190,IL17B,Q9UHF5
27231,NMRK2,Q9NPI5
27232,GNMT,Q14749
27233,SULT1C4,O75897
27236,ARFIP1,P53367
27237,ARHGEF16,Q5VV41
27240,SIT1,Q9Y3P8
27242,TNFRSF21,O75509
27243,CHMP2A,O43633
27247,NFU1,Q9UMS0
27248,ERLEC1,Q96DZ1
27249,MMADHC,Q9H3L0
27250,PDCD4,Q53EL6
27253,PCDH17,O14917
27254,CSDC2,Q9Y534
27255,CNTN6,Q9UQ52
27257,LSM1,O15116
27258,LSM3,P62310
27284,SULT1B1,O43704
27289,RND1,Q92730
27290,SPINK4,O60575
27292,DIMT1,Q9UNQ2
27295,PDLIM3,Q53GG5
27297,CRCP,O75575
27299,ADAMDEC1,O15204
27301,APEX2,Q9UBZ4
27302,BMP10,O95393
27304,MOCS3,O95396
27306,HPGDS,O60760
27324,TOX3,O15405
27329,ANGPTL3,Q9Y5C1
27330,RPS6KA6,Q9UK32
27338,UBE2S,Q16763
27339,PRPF19,Q9UMS4
27344,PCSK1N,Q9UHG2
27351,DESI1,Q6ICB0
27429,HTRA2,O43464
27430,MAT2B,Q9NZL9
27434,POLM,Q9NP87
28299,IGKV1-5,P01602
28316,CDH20,Q9HBT6
28511,NKIRAS2,Q9NYR9
28512,NKIRAS1,Q9NYS0
28514,DLL1,O00548
28951,TRIB2,Q92519
28954,REM1,O75628
28958,COA3,Q9Y2R0
28960,DCPS,Q96C86
28962,OSTM1,Q86WC4
28968,SLC6A16,Q9GZN6
28969,BZW2,Q9Y6E2
28971,AAMDC,Q9H7C9
28972,SPCS1,Q9Y6A9
28974,C19orf53,Q9UNZ5
28985,MCTS1,Q9ULC4
28988,DBNL,Q9UJU6
28989,NTMT1,Q9BV86
28991,COMMD5,Q9GZQ3
28992,MACROD1,Q9BQ69
29028,ATAD2,Q6PL18
29035,C16orf72,Q14CZ0
29058,TMEM230,Q96A57
29071,C1GALT1C1,Q96EU7
29072,SETD2,Q9BYW2
29079,MED4,Q9NPJ6
29080,CCDC59,Q9P031
29082,CHMP4A,Q9BY43
29085,PHPT1,Q9NRX4
29087,THYN1,Q9P016
29089,UBE2T,Q9NPD8
29090,TIMM21,Q9BVV7
29091,STXBP6,Q8NFX7
29094,LGALSL,Q3ZCW2
29099,COMMD9,Q9P000
29101,SSU72,Q9NP77
29103,DNAJC15,Q9Y5T4
29104,N6AMT1,Q9Y5N5
29106,SCG3,Q8WXD2
29107,NXT1,Q9UKK6
29108,PYCARD,Q9ULZ3
29109,FHOD1,Q9Y613
29110,TBK1,Q9UHD2
29114,TAGLN3,Q9UI15
29118,DDX25,Q9UHL0
29119,CTNNA3,Q9UI47
29121,CLEC2D,Q9UHP7
29124,LGALS13,Q9UHV8
29126,CD274,Q9NZQ7
29127,RACGAP1,Q9H0H5
29760,BLNK,Q8WV28
29761,USP25,Q9UHP3
29763,PACSIN3,Q9UKS6
29766,TMOD3,Q9NYL9
29767,TMOD2,Q9NZR1
29789,OLA1,Q9NTK5
29803,REPIN1,Q9BWE0
29842,TFCP2L1,Q9NZI6
29843,SENP1,Q9P0U3
29886,SNX8,Q9Y5X2
29893,PSMC3IP,Q9P2W1
29895,MYLPF,Q96A32
29904,EEF2K,O00418
29907,SNX15,Q9NRS6
29916,SNX11,Q9Y5W9
29920,PYCR2,Q96C36
29922,NME7,Q9Y5B8
29924,EPN1,Q9Y6I3
29926,GMPPA,Q96IJ6
29930,PCDHB1,Q9Y5F3
29934,SNX12,Q9UMY4
29937,NENF,Q9UMX5
29946,SERTAD3,Q9UJW9
29947,DNMT3L,Q9UJW3
29949,IL19,Q9UHD0
29952,DPP7,Q9UHL4
29959,NRBP1,Q9UHY1
29960,MRM2,Q9UI43
29967,LRP12,Q9Y561
29968,PSAT1,Q9Y617
29974,A1CF,Q9NQ94
29978,UBQLN2,Q9UHD9
29982,NRBF2,Q96F24
29984,RHOD,O00212
29989,OBP2B,Q9NPH6
29991,OBP2A,Q9NY56
29992,PILRA,Q9UKJ1
29993,PACSIN1,Q9BY11
30001,ERO1A,Q96HE7
30010,NXPH1,P58417
30011,SH3KBP1,Q96B97
30014,SPANXA1,Q9NS26
30813,VSX1,Q9NZR4
30814,PLA2G2E,Q9NZK7
30815,ST6GALNAC6,Q969X2
30817,ADGRE2,Q9UHX3
30818,KCNIP3,Q9Y2W7
30820,KCNIP1,Q9NZI2
30833,NT5C,Q8TCD5
30835,CD209,Q9NNX6
30837,SOCS7,O14512
30844,EHD4,Q9H223
30845,EHD3,Q9NZN3
30846,EHD2,Q9NZN4
30851,TAX1BP3,O14907
30968,STOML2,Q9UJZ1
43847,KLK14,Q9P0G3
49860,CRNN,Q9UBG3
50484,RRM2B,Q7LG56
50486,G0S2,P27469
50489,CD207,Q9UJ71
50512,PODXL2,Q9NZ53
50515,CHST11,Q9NPF2
50604,IL20,Q9NYY1
50613,UBQLN3,Q9H347
50614,GALNT9,Q9HCQ5
50615,IL21R,Q9HBE5
50616,IL22,Q9GZX6
50619,DEF6,Q9H4E7
50624,CUZD1,Q86UP6
50632,CALY,Q9NYX4
50674,NEUROG3,Q9Y4Z2
50810,HDGFL3,Q9Y3E1
50814,NSDHL,Q15738
50846,DHH,O43323
50848,F11R,Q9Y624
50852,TRAT1,Q6PIZ9
50853,VILL,O15195
50856,CLEC4A,Q9UMR7
50859,SPOCK3,Q9BQ16
50861,STMN3,Q9NZ72
50862,RNF141,Q8WVD5
50863,NTM,Q9P121
50865,HEBP1,Q9NRV9
50937,CDON,Q4KMG0
50940,PDE11A,Q9HCR9
50943,FOXP3,Q9BZS1
50944,SHANK1,Q9Y566
50945,TBX22,Q9Y458
50964,SOST,Q9BQB4
51002,TPRKB,Q9Y3C4
51004,COQ6,Q9Y2Z9
51008,ASCC1,Q8N9N2
51010,EXOSC3,Q9NQT5
51011,FAHD2A,Q96GK7
51013,EXOSC1,Q9Y3B2
51015,ISOC1,Q96CN7
51022,GLRX2,Q9NS18
51024,FIS1,Q9Y3D6
51027,BOLA1,Q9Y3E2
51042,ZNF593,O00488
51046,ST8SIA3,O43173
51050,PI15,O43692
51052,PRLH,P81277
51053,GMNN,O75496
51056,LAP3,P28838
51060,TXNDC12,O95881
51061,TXNDC11,Q6PKC3
51067,YARS2,Q9Y2Z4
51069,MRPL2,Q5T653
51070,NOSIP,Q9Y314
51072,MEMO1,Q9Y316
51076,CUTC,Q9NTM9
51078,THAP4,Q8WY91
51083,GAL,P22466
51084,CRYL1,Q9Y2S2
51087,YBX2,Q9Y2T7
51091,SEPSECS,Q9HD40
51099,ABHD5,Q8WTS1
51100,SH3GLB1,Q9Y371
51103,NDUFAF1,Q9Y375
51106,TFB1M,Q8WVM0
51110,LACTB2,Q53H82
51115,RMDN1,Q96DB5
51119,SBDS,Q9Y3A5
51121,RPL26L1,Q9UNX3
51125,GOLGA7,Q7Z5G4
51126,NAA20,P61599
51128,SAR1B,Q9Y6B6
51129,ANGPTL4,Q9BY76
51131,PHF11,Q9UIL8
51133,KCTD3,Q9Y597
51135,IRAK4,Q9NWZ3
51143,DYNC1LI1,Q9Y6G9
51146,A4GNT,Q9UNA3
51147,ING4,Q9UNL4
51154,MRTO4,Q9UKD2
51155,JPT1,Q9UK76
51156,SERPINA10,Q9UK55
51157,ZNF580,Q9UK33
51161,C3orf18,Q9UK00
51166,AADAT,Q8N5Z0
51167,CYB5R4,Q7L1T6
51170,HSD17B11,Q8NBQ5
51171,HSD17B14,Q9BPX1
51172,NAGPA,Q9UK23
51181,DCXR,Q7Z4W1
51191,HERC5,Q9UII4
51204,TACO1,Q9BSH4
51205,ACP6,Q9NPH0
51206,GP6,Q9HCN6
51207,DUSP13,Q6B8I1
51218,GLRX5,Q86SX6
51225,ABI3,Q9P2A4
51228,GLTP,Q9NZD2
51232,CRIM1,Q9NZV1
51234,EMC4,Q5J8M3
51237,MZB1,Q8WU39
51248,PDZD11,Q5EBL8
51251,NT5C3A,Q9H0P0
51266,CLEC1B,Q9P126
51267,CLEC1A,Q8NC01
51268,PIPOX,Q9P0Z9
51272,BET1L,Q9NYM9
51277,DNAJC27,Q9NZQ0
51279,C1RL,Q9NZP8
51280,GOLM1,Q8NBJ4
51282,SCAND1,P57086
51287,COA4,Q9NYJ1
51292,GMPR2,Q9P2T1
51293,CD320,Q9NPF0
51294,PCDH12,Q9NPG4
51297,BPIFA1,Q9NP55
51301,GCNT4,Q9P109
51308,REEP2,Q9BRK0
51314,NME8,Q8N427
51324,SPG21,Q9NZD8
51327,AHSP,Q9NZD4
51330,TNFRSF12A,Q9NP84
51334,PRR16,Q569H4
51335,NGRN,Q9NPE2
51341,ZBTB7A,O95365
51348,KLRF1,Q9NZS2
51363,CHST15,Q7LFX5
51365,PLA1A,Q53H76
51375,SNX7,Q9UNH6
51377,UCHL5,Q9Y5K5
51378,ANGPT4,Q9Y264
51379,CRLF3,Q8IUI8
51384,WNT16,Q9UBV4
51388,NIP7,Q9Y221
51389,RWDD1,Q9H446
51397,COMMD10,Q9Y6G5
51399,TRAPPC4,Q9Y296
51400,PPME1,Q9Y570
51411,BIN2,Q9UBW5
51434,ANAPC7,Q9UJX3
51435,SCARA3,Q6AZY7
51447,IP6K2,Q9UHH9
51449,PCYOX1,Q9UHG3
51451,LCMT1,Q9UIC8
