Module,SOMAmer,SYMBOL,ENTREZID
red,X22858.3,MAPK6,5597
red,X23319.6,ZFAND2B,130617
red,X23622.128,INIP,58493
red,X23632.22,SLFNL1,200172
red,X23654.6,ALG2,85365
red,X23696.256,TRMT6,51605
red,X2381.52,C5,727
red,X24266.2,MEF2D,4209
red,X24444.10,TTC27,55622
red,X24679.35,ETV7,51513
red,X24696.14,MAGIX,79917
red,X2474.54,APCS,325
red,X2501.51,CDH1,999
red,X25266.14,OSBPL1A,114876
red,X25308.8,LIMK1,3984
red,X25459.3,MACROD2,140733
red,X2567.5,CFI,3426
red,X2571.12,IGFBP3,3486
red,X2633.52,IL13RA1,3597
red,X2665.26,TNFRSF17,608
red,X2686.67,IGFBP6,3489
red,X2687.2,MIA,8190
red,X2692.74,PLA2G2A,5320
red,X2706.69,SERPINA7,6906
red,X2743.5,SHH,6469
red,X2750.3,APOA1,335
red,X2768.56,HPX,3263
red,X2789.26,MMP7,4316
red,X2790.54,PPBP,5473
red,X2796.62,FGA|FGB|FGG,NA
red,X2797.56,APOB,338
red,X2828.82,SPINT1,6692
red,X2836.68,LCN2,3934
red,X2851.63,C5,727
red,X2900.53,CCL14,6358
red,X2946.52,CFD,1675
red,X2948.58,GHR,2690
red,X2960.66,CFP,5199
red,X3024.18,SERPINF2,5345
red,X3030.3,CLEC4M,10332
red,X3035.80,IL19,29949
red,X3046.31,RETN,56729
red,X3049.61,PRSS1,5644
red,X3060.43,C9,735
red,X3069.52,IGHM,3507
red,X3074.6,LBP,3929
red,X3077.66,F10,2159
red,X3078.1,PGF,5228
red,X3175.51,ADAMTS13,11093
red,X3184.25,F7,2155
red,X3186.2,C2,717
red,X3194.36,GP6,51206
red,X3293.2,CD5L,922
red,X3313.21,FCN2,2220
red,X3321.2,IL24,11009
red,X3324.51,LY9,4063
red,X3329.14,PGLYRP1,8993
red,X3352.80,CA6,765
red,X3367.8,FETUB,26998
red,X3431.54,EPHA1,2041
red,X3449.58,SERPINA4,5267
red,X3470.1,SELE,6401
red,X3504.58,HAMP,57817
red,X3518.54,CPB2,1361
red,X3554.24,ADIPOQ,9370
red,X3580.25,SERPINA1,5265
red,X3581.53,AHSG,197
red,X3617.80,HGFAC,3083
red,X3666.17,CFHR5,81494
red,X3710.49,PLG,5340
red,X3893.64,MSLN,10232
red,X4125.52,AGER,177
red,X4127.75,C6,729
red,X4129.72,CFB,629
red,X4148.49,PAPPA,5069
red,X4151.6,PLG,5340
red,X4152.58,KLKB1,3818
red,X4153.11,SERPINA3,12
red,X4159.130,CFH,3075
red,X4332.6,CLEC1B,51266
red,X4337.49,CRP,1401
red,X4383.97,INHBA|INHBB,NA
red,X4407.10,MST1,4485
red,X4413.3,SLPI,6590
red,X4435.66,ENPP7,339221
red,X4479.14,SERPING1,710
red,X4480.59,C3,718
red,X4482.66,C5|C6,NA
red,X4544.4,PPBP,5473
red,X4763.31,AFM,173
red,X4811.33,ITIH4,3700
red,X4815.25,TXNDC12,51060
red,X4831.4,SELL,6402
red,X4842.62,GPC3,2719
red,X4874.3,ANG,283
red,X4876.32,F9,2158
red,X4878.3,F10,2159
red,X4900.8,C3,718
red,X4907.56,FGA|FGB|FGG,NA
red,X4913.78,CCL16,6360
red,X4916.2,IGHD,3495
red,X4920.10,LYZ,4069
red,X4929.55,SHBG,6462
red,X4979.34,DPT,1805
red,X4982.54,PI3,5266
red,X4983.6,ERP29,10961
red,X4989.7,FGG,2266
red,X4990.87,GP1BA,2811
red,X4996.66,HRG,3273
red,X5029.3,FAP,2191
red,X5034.79,PRSS2,5645
red,X5036.50,TNFAIP6,7130
red,X5091.28,LILRB2,10288
red,X5242.37,MAP2K4,6416
red,X5307.12,F9,2158
red,X5316.54,F2,2147
red,X5412.53,CD27,939
red,X5462.62,FCN3,8547
red,X5487.7,SLAMF7,57823
red,X5601.2,PGLYRP2,114770
red,X5658.64,F13B,2165
red,X5708.1,LEAP2,116842
red,X5736.1,TREML2,79865
red,X5803.24,C3,718
red,X5982.50,CFHR1,3078
red,X6039.24,CRHBP,1393
red,X6075.61,HEXB,3074
red,X6225.3,PRSS8,5652
red,X6234.74,VIT,5212
red,X6252.62,SCGB3A1,92304
red,X6315.58,PLBD1,79887
red,X6367.66,FMOD,2331
red,X6390.18,NPS,594857
red,X6408.2,INHBC,3626
red,X6415.90,CPN2,1370
red,X6434.18,AOC2,314
red,X6439.59,C14orf93,60686
red,X6442.6,BAGE3,85318
red,X6557.50,LRRC15,131578
red,X6583.67,SERPINA10,51156
red,X6605.17,IGFALS,3483
red,X7115.5,SEMG1,6406
red,X7145.1,ITIH3,3699
red,X7161.25,H6PD,9563
red,X7185.29,GP5,2814
red,X7638.30,LMAN2,10960
red,X7784.1,KNG1,3827
red,X7787.25,LILRA5,353514
red,X7831.39,RBP4,5950
red,X7846.44,PSG11,5680
red,X7885.17,CFHR5,81494
red,X7909.37,SHBG,6462
red,X7918.114,AMY1A,276
red,X7948.129,GLTPD2,388323
red,X7955.195,ITIH1,3697
red,X8028.22,SPINK5,11005
red,X8043.153,COMP,1311
red,X8086.49,ITM2B,9445
red,X8097.77,LIPN,643418
red,X8222.49,CDHR3,222256
red,X8272.22,HSD17B7,51478
red,X8280.238,VTN,7448
red,X8309.12,HYAL1,3373
red,X8325.37,ADH4,127
red,X8352.26,SIGLEC12,89858
red,X8385.248,HGFAC,3083
red,X8475.15,MMP7,4316
red,X8597.1,TMEM9,252839
red,X8620.56,KLK14,43847
red,X9102.28,ZFYVE27,118813
red,X9191.8,TFF2,7032
red,X9277.16,REG3A,5068
red,X9284.25,SFRP4,6424
red,X9312.8,AZGP1,563
red,X9326.33,ITIH2,3698
red,X9348.1,C1RL,51279
red,X9380.2,PLA2G12B,84647
red,X9383.24,CHI3L2,1117
red,X9386.42,TTC9B,148014
red,X9449.150,C4BPA,722
red,X9461.2,ICAM4,3386
red,X9590.10,COX7A2L,9167
red,X9627.15,VIT,5212
red,X9749.190,LCP1,3936
cyan,X10042.8,SGK3,23678
cyan,X10425.3,B4GALT5,9334
cyan,X10449.31,SHISA2,387914
cyan,X11107.25,TENM3,55714
cyan,X11163.7,FAM162B,221303
cyan,X11164.7,TENM2,57451
cyan,X11228.37,RIC3,79608
cyan,X11459.81,ELL,8178
cyan,X11645.9,P4HA1,5033
cyan,X11672.17,KIF16B,55614
cyan,X11817.1,RPS6KB1,6198
cyan,X11825.27,PPARGC1A,10891
cyan,X12409.90,RAB7B,338382
cyan,X12454.105,NTMT1,28989
cyan,X12536.46,MTMR6,9107
cyan,X12698.72,KPNA4,3840
cyan,X12708.91,L3MBTL2,83746
cyan,X12726.3,RFXAP,5994
cyan,X12787.47,ZNF134,7693
cyan,X12790.10,CCDC51,79714
cyan,X12822.34,APBB1,322
cyan,X12847.27,RNGTT,8732
cyan,X12859.33,ECI2,10455
cyan,X12862.14,NEDD9,4739
cyan,X13041.47,TRAF4,9618
cyan,X13101.60,SOST,50964
cyan,X13430.50,SLC14A1,6563
cyan,X13553.4,DCUN1D3,123879
cyan,X13556.28,HTR2A,3356
cyan,X13985.12,SMURF2,64750
cyan,X13994.1,FBL,2091
cyan,X13996.16,PPCDC,60490
cyan,X14006.36,GNMT,27232
cyan,X14041.13,GZMB,3002
cyan,X14047.78,BDNF,627
cyan,X14106.46,RAP1GDS1,5910
cyan,X15666.21,BMP2,650
cyan,X16756.30,GDF7,151449
cyan,X18290.6,ANXA8,653145
cyan,X18458.4,PTGES2,80142
cyan,X19147.6,LGALS13,29124
cyan,X20089.172,SULT1C4,27233
cyan,X20437.9,DNALI1,7802
cyan,X20966.7,SENP8,123228
cyan,X21231.3,CHRNA5,1138
cyan,X21480.2,CD82,3732
cyan,X21925.15,TGFB1,7040
cyan,X22073.47,ATP5PB,515
cyan,X22091.14,UPB1,51733
cyan,X22376.95,HOXA5,3202
cyan,X22431.164,SRFBP1,153443
cyan,X22795.17,TADA2A,6871
cyan,X22806.1,THAP2,83591
cyan,X23299.52,TPPP,11076
cyan,X24011.27,VSIG10L,147645
cyan,X24245.2,KLC3,147700
cyan,X24251.44,RPP25L,138716
cyan,X24276.171,TTC25,NA
cyan,X24286.48,MEIG1,644890
cyan,X24289.1,LSMEM1,286006
cyan,X24314.9,TRAPPC13,80006
cyan,X24426.15,CTNNA1,1495
cyan,X24654.13,HES6,55502
cyan,X24659.6,DNAJB13,374407
cyan,X24928.20,MZT2A,653784
cyan,X24968.10,TIAM2,26230
cyan,X25053.1,DYNC1LI2,1783
cyan,X2833.20,KLK4,9622
cyan,X3004.67,PDCD1LG2,80380
cyan,X3414.40,BMX,660
cyan,X3418.12,CAMK1D,57118
cyan,X3798.71,CA9,768
cyan,X3807.1,FGF23,8074
cyan,X3866.7,SBDS,51119
cyan,X3888.8,ING1,3621
cyan,X4150.75,PLG,5340
cyan,X4267.81,PES1,23481
cyan,X4889.82,WNT7A,7476
cyan,X4956.2,EREG,2069
cyan,X5005.4,MAPK12,6300
cyan,X5032.64,SSRP1,6749
cyan,X5082.51,IL1RAPL2,26280
cyan,X5088.175,IL23R,149233
cyan,X5095.21,KIR2DL4,3805
cyan,X5096.51,KIR3DL2,3812
cyan,X5097.14,KIR3DS1,3813
cyan,X5100.53,SCARB2,950
cyan,X5106.52,NOTCH2,4853
cyan,X5114.65,PRLR,5618
cyan,X5117.14,ROBO3,64221
cyan,X5443.62,NPPA,4878
cyan,X5612.16,HINT2,84681
cyan,X5649.83,PSG4,5672
cyan,X5745.64,PI15,51050
cyan,X6213.10,CGB2,114336
cyan,X6238.55,PSG8,440533
cyan,X6631.17,COL9A1,1297
cyan,X6921.24,B4GALT3,8703
cyan,X7117.21,SERPINI2,5276
cyan,X7123.25,MRPL52,122704
cyan,X7147.35,WFDC8,90199
cyan,X7183.102,ANGPTL8,55908
cyan,X7234.12,COLGALT2,23127
cyan,X7740.33,FATE1,89885
cyan,X7753.21,HTATIP2,10553
cyan,X7770.25,NFU1,27247
cyan,X7782.34,EDDM3B,64184
cyan,X7789.182,PRDX4,10549
cyan,X7805.52,GOSR1,9527
cyan,X7851.30,ANKRD46,157567
cyan,X7873.32,TSSK2,23617
cyan,X7891.45,UGT1A6,54578
cyan,X8037.53,DNAJB14,79982
cyan,X8042.88,SPINK9,643394
cyan,X8315.5,DEFB119,245932
cyan,X8321.27,ZNF843,283933
cyan,X8378.3,LDOC1,23641
cyan,X8447.11,GHRL,51738
cyan,X8535.102,DMKN,93099
cyan,X8545.14,C17orf78,284099
cyan,X8631.13,ERMAP,114625
cyan,X8635.283,ZPBP,11055
cyan,X8686.342,HIKESHI,51501
cyan,X8700.325,GALNT11,63917
cyan,X8828.21,ESRP1,54845
cyan,X8852.10,SUN3,256979
cyan,X8870.38,NPM1,4869
cyan,X8872.1,SEC61G,23480
cyan,X8882.1,ADAM17,6868
cyan,X8927.6,None,NA
cyan,X8970.9,RIPK2,8767
cyan,X9060.27,IGSF9B,22997
cyan,X9074.6,FAXDC2,10826
cyan,X9128.34,FLRT3,23767
cyan,X9213.24,FTCD,10841
cyan,X9561.21,VCAN,1462
cyan,X9783.75,DNAJC11,55735
cyan,X9923.6,SOS1,6654
cyan,X9994.217,ATP4B,496
purple,X10047.12,NCF2,4688
purple,X10390.21,ZNRF3,84133
purple,X10583.1,TMEM108,66000
purple,X10647.18,ASCC1,51008
purple,X10961.15,PLAAT4,5920
purple,X10990.21,LRRK2,120892
purple,X11096.57,N6AMT1,NA
purple,X11207.3,MSR1,4481
purple,X11218.84,TPMT,7172
purple,X11263.57,CASQ1,844
purple,X11364.18,MFN1,55669
purple,X11416.23,FBXL4,26235
purple,X11556.19,ARFGAP1,55738
purple,X11602.12,CPNE1,8904
purple,X11949.25,EGF,1950
purple,X12365.108,RUVBL1,8607
purple,X12384.92,COPS7B,64708
purple,X12461.8,SIRT5,23408
purple,X12490.92,LAMTOR3,8649
purple,X12532.28,CDC34,997
purple,X12540.25,RHOG,391
purple,X12554.10,RAD51D,5892
purple,X12583.77,ARAF,369
purple,X12599.10,FERMT3,83706
purple,X12632.14,NAT1,9
purple,X12650.43,GNAI3,2773
purple,X12658.72,PANK3,79646
purple,X12704.26,SH2D3C,10044
purple,X12706.2,CDC42BPA,8476
purple,X12730.3,NDC80,10403
purple,X12742.160,TMEM8B,51754
purple,X12808.103,CARHSP1,23589
purple,X12817.1,GEM,2669
purple,X12821.6,NLRP10,338322
purple,X12842.43,STX10,8677
purple,X12960.9,GCK,2645
purple,X13054.87,PFN2,5217
purple,X13067.5,PRKG1,5592
purple,X13078.3,CETN2,1069
purple,X13103.125,CSH1|CSH2,NA
purple,X13231.90,IGHG4,3503
purple,X13268.45,WNT5A,7474
purple,X13422.66,ENOX2,10495
purple,X13447.42,SPRN,503542
purple,X13583.19,APAF1,317
purple,X13603.7,RFESD,317671
purple,X13605.16,ANXA10,11199
purple,X13652.2,TOM1L1,10040
purple,X13723.6,IL10,3586
purple,X13961.18,KIF3A,11127
purple,X14021.81,MED4,29079
purple,X14115.34,ADM,133
purple,X14186.13,RFFL,117584
purple,X14670.1,SKIL,6498
purple,X14685.17,AKT2,208
purple,X15303.63,S100A5,6276
purple,X15383.200,EDN3,1908
purple,X15674.3,CD79A,973
purple,X16593.3,FADD,8772
purple,X16765.52,PPBP,5473
purple,X17158.17,UBE2G1,7326
purple,X17209.27,SULT2B1,6820
purple,X17505.125,NAALADL1,10004
purple,X17702.53,UGT1A1,54658
purple,X17750.8,RRM2,6241
purple,X17770.42,EMC8,10328
purple,X17774.38,SNRPD3,6634
purple,X17820.170,MLF1,4291
purple,X18277.28,TRIAP1,51499
purple,X18415.16,ARL6,84100
purple,X18900.37,HRAS,3265
purple,X19114.8,TK2,7084
purple,X19123.6,NFKBID,84807
purple,X19613.16,RDH10,157506
purple,X20451.126,IFT22,64792
purple,X20955.20,ADAT2,134637
purple,X21153.5,BAP18,NA
purple,X21160.4,CHMP6,79643
purple,X21181.10,LRP2BP,55805
purple,X21290.66,HUS1,3364
purple,X21329.66,PHOSPHO2,493911
purple,X21370.45,SKA1,220134
purple,X21438.45,TRIM5,85363
purple,X21452.3,DNM1L,10059
purple,X21507.48,COMMD8,54951
purple,X21521.17,TPH1,7166
purple,X21679.16,CDH20,28316
purple,X21717.44,UBE2Q2,92912
purple,X21786.25,CDKL2,8999
purple,X21951.32,ARNT,405
purple,X22023.3,AADAT,51166
purple,X22089.13,BTG4,54766
purple,X22098.10,CCNYL1,151195
purple,X22466.27,HES5,388585
purple,X22479.64,IP6K2,51447
purple,X22483.109,KRT71,112802
purple,X22526.81,PDHB,5162
purple,X22544.10,RAD51C,5889
purple,X22770.22,SLC25A38,54977
purple,X22773.69,SDHB,6390
purple,X22793.110,GTF2A2,2958
purple,X22796.17,TADA1,117143
purple,X22812.4,TRAPPC6B,122553
purple,X22813.5,FLJ44635,NA
purple,X22826.2,VHLL,391104
purple,X22833.74,ZCCHC18,644353
purple,X22839.23,ZNF263,10127
purple,X22990.20,LIN7B,64130
purple,X23162.36,MAP3K10,4294
purple,X23226.42,ATP5PB,515
purple,X23264.42,MED10,84246
purple,X23268.15,FRG1,2483
purple,X23269.40,CMTM4,146223
purple,X23274.27,EFCAB1,NA
purple,X23301.2,MSX2,4488
purple,X23305.38,REEP2,51308
purple,X23306.37,PMF1,11243
purple,X23307.7,CLUAP1,23059
purple,X23318.60,PCTP,58488
purple,X23341.16,DMC1,11144
purple,X23342.4,ARRDC5,645432
purple,X23354.12,CRYBA2,1412
purple,X23358.42,FAM118A,55007
purple,X23369.17,PHYH,5264
purple,X23373.77,DPH5,51611
purple,X23386.38,None,NA
purple,X23411.108,PNMA2,10687
purple,X23567.37,GNAQ,2776
purple,X23601.43,ACOT12,134526
purple,X23615.4,TRMT112,51504
purple,X23621.326,TIMM13,26517
purple,X23631.1,GALK2,2585
purple,X23669.20,GFPT2,9945
purple,X23767.1,C11orf49,NA
purple,X24271.9,GMPPA,29926
purple,X24441.7,NCBP1,4686
purple,X24651.1,RTN1,6252
purple,X24895.25,FCHSD1,89848
purple,X24904.121,STXBP4,252983
purple,X25114.256,TBC1D24,57465
purple,X25124.21,ZBTB7A,51341
purple,X25889.108,AIM2,9447
purple,X25895.29,CASP5,838
purple,X25902.27,GLUD1,2746
purple,X25904.17,DOCK2,1794
purple,X25960.15,PLS3,5358
purple,X2917.3,TNFSF11,8600
purple,X3005.5,PTPN1,5770
purple,X4237.70,LCMT1,51451
purple,X4542.24,CLU,1191
purple,X4967.1,C1QBP,708
purple,X4995.16,HPGD,3248
purple,X5020.50,PGK1,5230
purple,X5583.62,RYK,6259
purple,X5879.51,DCTN2,10540
purple,X6406.3,NMES1,NA
purple,X6508.68,SCGB1D2,10647
purple,X6561.77,IGKV1-5,28299
purple,X6962.5,HLA-DRB3,3125
purple,X7009.6,CD72,971
purple,X7148.42,ANTKMT,65990
purple,X7182.1,CES1,1066
purple,X7257.18,PTH2,113091
purple,X7766.25,ZP4,57829
purple,X8046.9,LGALS1,3956
purple,X8098.37,TBXAS1,6916
purple,X8382.47,MAPKAPK5,8550
purple,X8400.74,GRP,2922
purple,X8405.108,ADAM10,102
purple,X8905.20,KCNMB3,27094
purple,X8918.64,PTK2B,2185
purple,X8950.4,CLCA2,9635
purple,X9196.8,LGALS7,3963
purple,X9728.4,CCNB1IP1,57820
purple,X9735.44,CD96,10225
purple,X9823.2,DHFR,1719
purple,X9910.9,MTAP,4507
purple,X9926.4,S100P,6286
purple,X9928.125,CNMD,11061
purple,X9963.19,PCDHB10,56126
black,X10058.1,RAD23A,5886
black,X10075.75,ACBD6,84320
black,X10089.7,ASMTL,8623
black,X10346.5,STAT3,6774
black,X10354.57,STAT3,6774
black,X10668.5,STX4,6810
black,X10917.40,GNGT2,2793
black,X11105.171,ENO1,2023
black,X11211.7,TBCE,6905
black,X11226.16,UBE3A,7337
black,X11241.8,ASL,435
black,X11307.33,WWP1,11059
black,X11313.100,PCBD1,5092
black,X11361.73,TYMP,1890
black,X11441.11,PYGL,5836
black,X11454.87,EIF3G,8666
black,X11634.32,RGS10,6001
black,X11664.32,ARFGAP2,84364
black,X11681.8,AGFG1,3267
black,X11830.48,PTPN11,5781
black,X11955.1,ARHGAP1,392
black,X12016.60,CBL,867
black,X12340.17,AARS1,16
black,X12358.6,IGBP1,3476
black,X12387.7,PDLIM4,8572
black,X12414.31,YWHAB,7529
black,X12450.42,PMVK,10654
black,X12469.19,MAPRE1,22919
black,X12475.48,CLIC5,53405
black,X12476.50,TIGAR,57103
black,X12498.12,TAX1BP3,30851
black,X12499.108,SH3GL2,6456
black,X12517.52,PDCD5,9141
black,X12560.9,NT5C,30833
black,X12578.13,ARF3,377
black,X12670.15,RAD1,5810
black,X12684.5,SCIN,85477
black,X12707.26,DPYSL3,1809
black,X12724.81,CIRBP,1153
black,X12861.13,TMOD3,29766
black,X13082.9,UNC45A,55898
black,X13090.17,S100A6,6277
black,X13384.110,FH,2271
black,X13496.19,HMGCS1,3157
black,X13499.30,F8,2157
black,X13543.7,PTGR1,22949
black,X13552.7,SWAP70,23075
black,X13573.5,ARPC3,10094
black,X13590.1,REXO2,25996
black,X13615.60,NCK2,8440
black,X13622.16,PPP2R5A,5525
black,X13644.30,HGS,9146
black,X13937.75,CAND1,55832
black,X13939.14,UGP2,7360
black,X13950.9,CERT1,10087
black,X13959.7,LAP3,51056
black,X13973.62,TTL,150465
black,X14091.42,CBR3,874
black,X14116.129,S100A4,6275
black,X14148.2,ISG15,9636
black,X14151.4,ISG15,9636
black,X14156.33,YWHAB,7529
black,X14157.21,YWHAE,7531
black,X14326.4,UBE2E1,7324
black,X14332.3,RALA,5898
black,X15312.14,AGO1,26523
black,X15316.262,TXNL4B,54957
black,X15323.112,AGO3,192669
black,X15326.64,GBP1,2633
black,X15418.25,MAPK10,5602
black,X15433.4,SRC,6714
black,X15474.7,PIN1,5300
black,X15540.6,VIM,7431
black,X15604.18,MAPK9,5601
black,X15627.83,AKT1,207
black,X16596.25,GLRX3,10539
black,X16606.85,AKR1B1,231
black,X16780.6,HSPA1A,3303
black,X16825.20,ATXN3,4287
black,X16853.5,NMRK1,54981
black,X16882.27,PHPT1,29085
black,X16885.49,MAPRE3,22924
black,X17151.84,IRF3,3661
black,X17325.10,GUK1,2987
black,X17332.3,ADPRS,54936
black,X17333.20,ACADM,34
black,X17398.55,HMOX1,3162
black,X17450.51,HARS1,3035
black,X17676.13,TRIP10,9322
black,X17686.27,TBCB,1155
black,X17697.2,OVCA2,124641
black,X17722.5,FKBP4,2288
black,X17728.61,CHMP2A,27243
black,X17742.2,RRAS,6237
black,X17748.21,TP53I3,9540
black,X17757.86,CAB39,51719
black,X17766.5,NCF1,653361
black,X17852.5,PPME1,51400
black,X18174.79,PDCD6IP,10015
black,X18178.13,SARS1,6301
black,X18180.58,RTN4IP1,84816
black,X18181.2,TSSC4,10078
black,X18186.15,TARS1,6897
black,X18189.12,VPS25,84313
black,X18206.18,ADH6,130
black,X18299.13,CAPNS1,826
black,X18318.98,SH3GL3,6457
black,X18373.13,RDX,5962
black,X18387.7,ST13,6767
black,X18419.20,ARPC5,10092
black,X18824.7,EIF4A2,1974
black,X18829.4,EIF4A1,1973
black,X18883.4,DSTN,11034
black,X18901.26,HSPA1B,3304
black,X18916.25,ITPA,3704
black,X18934.50,TGM2,7052
black,X19112.2,TCEAL3,85012
black,X19130.81,SERPINB8,5271
black,X19135.5,NT5C3B,115024
black,X19176.27,CYRIB,51571
black,X19177.7,MOB1B,92597
black,X19239.5,ARF1,375
black,X19243.2,PFDN2,5202
black,X19274.80,SNTA1,6640
black,X19277.4,TSTD1,100131187
black,X19373.3,MYL12A,10627
black,X19383.131,CINP,51550
black,X19601.15,ASB9,140462
black,X19617.5,PTGR1,22949
black,X19768.13,CSTB,1476
black,X20054.28,ACO1,48
black,X20083.1,RAB6A,5870
black,X20090.63,UBE2E3,10477
black,X20105.7,MYL6,4637
black,X20213.82,HSPA6,3310
black,X20243.26,PFN1,5216
black,X20439.14,PLPBP,11212
black,X20915.68,NECAP2,55707
black,X20935.4,PDCL3,79031
black,X20948.16,NUDT16,131870
black,X20956.13,PFDN4,5203
black,X20957.57,NUDT10,170685
black,X20972.37,NUDT21,11051
black,X20977.2,PDCL,5082
black,X21002.1,NUDCD2,134492
black,X21104.37,UBL5,59286
black,X21110.5,UBE2Z,65264
black,X21111.49,HSPBP1,23640
black,X21154.8,CAB39L,81617
black,X21156.5,CHAC2,494143
black,X21166.1,CTDSP1,58190
black,X21221.67,SERPINB9,5272
black,X21235.11,KPNA5,3841
black,X21241.1,NAA80,24142
black,X21249.115,DFFA,1676
black,X21323.2,RWDD1,51389
black,X21351.8,GARS1,2617
black,X21380.77,QTRT1,81890
black,X21437.77,MGMT,4255
black,X21524.14,USP5,8078
black,X21537.33,SCLY,51540
black,X21590.9,ANKRA2,57763
black,X21727.15,UBE2Q1,55585
black,X21747.8,UBE2N|UBE2V1,NA
black,X21756.5,UBE2N|UBE2V2,NA
black,X21827.7,RHOQ,23433
black,X21862.145,LASP1,3927
black,X21911.17,NDP,4693
black,X21958.4,ABR,29
black,X21985.61,ITGB1BP2,26548
black,X22009.1,PPM1B,5495
black,X22037.47,EFHD2,79180
black,X22049.24,YWHAH,7533
black,X22068.5,PPP2R5D,5528
black,X22381.1,LACTB2,51110
black,X22404.4,IP6K1,9807
black,X22958.6,DSTN,11034
black,X22970.8,GIPC1,10755
black,X22984.10,EIF4A2,1974
black,X23178.95,HNMT,3176
black,X23257.14,COMMD10,51397
black,X23265.15,TPD52L2,7165
black,X23363.41,PCBP2,5094
black,X23380.16,L3HYPDH,112849
black,X23416.47,SNX15,29907
black,X23521.29,NME7,29922
black,X23529.11,STARD7,56910
black,X23535.3,DENND10,404636
black,X23569.53,STARD10,10809
black,X23571.93,YJU2,55702
black,X23597.11,AGFG2,3268
black,X23611.16,MARVELD2,153562
black,X23638.3,CARNMT1,138199
black,X23644.19,TKFC,26007
black,X23677.30,NCKIPSD,51517
black,X23923.26,PPM1F,9647
black,X24216.30,AAMDC,28971
black,X24235.2,EHD1,10938
black,X24255.38,EPN1,29924
black,X24408.30,MBNL1,4154
black,X24420.57,DOHH,83475
black,X24643.21,CRYL1,51084
black,X24670.1,PIH1D1,55011
black,X24671.15,PYCARD,29108
black,X24676.105,CFAP298,56683
black,X24687.18,TTPAL,79183
black,X24707.6,CXorf38,159013
black,X24717.26,PTPA,5524
black,X24720.10,ANKRD16,54522
black,X24725.4,COPS5,10987
black,X24909.40,PLCD1,5333
black,X24981.8,DYNC1LI1,51143
black,X25070.18,MICAL1,64780
black,X25083.26,DIAPH1,1729
black,X25117.17,PGM5,5239
black,X25219.17,ATP6V1F,9296
black,X25245.22,RIC8A,60626
black,X25275.30,HDAC4,9759
black,X25438.288,NT5DC1,221294
black,X25479.8,LRRFIP2,9209
black,X2647.66,GDI2,2665
black,X2668.70,CAPN1|CAPNS1,NA
black,X2774.10,IL16,3603
black,X2849.49,AIF1,199
black,X2855.49,MAPK3,5595
black,X2864.2,MAP2K1,5604
black,X2877.3,UBE2I,7329
black,X2878.66,YES1,7525
black,X3115.64,MAPK1,5594
black,X3350.53,CAMK2A,815
black,X3351.1,CAMK2B,816
black,X3390.72,PIK3CA|PIK3R1,NA
black,X3392.68,AKT3,10000
black,X3397.7,PTPN11,5781
black,X3405.6,UFC1,51506
black,X3503.4,ITGA1|ITGB1,NA
black,X3822.54,MAPKAPK3,7867
black,X3844.2,PPIA,5478
black,X3872.2,TPT1,7178
black,X3905.62,UBE2N,7334
black,X4124.24,HSPA1A,3303
black,X4138.25,IL20,50604
black,X4179.57,YWHAG,7532
black,X4187.49,PGD,5226
black,X4192.10,AKR1A1,10327
black,X4240.31,PKM,5315
black,X4271.75,PFDN5,5204
black,X4272.46,GPI,2821
black,X4294.16,SPHK1,8877
black,X4314.12,DCTPP1,79077
black,X4491.4,IL5RA,3568
black,X4563.61,PLCG1,5335
black,X4976.57,CRK,1398
black,X4978.54,DBNL,28988
black,X5007.1,MAPK14,1432
black,X5013.2,CLIC1,1192
black,X5018.68,PRDX6,9588
black,X5030.52,SIRT2,22933
black,X5252.33,PDE11A,50940
black,X5272.55,SHC1,6464
black,X5467.15,HSP90AB1,3326
black,X5858.6,YWHAZ,7534
black,X5885.55,EIF4H,7458
black,X5903.91,HSPA8,3312
black,X6069.71,SUMF2,25870
black,X6117.4,PCSK2,5126
black,X6285.71,MLEC,9761
black,X6324.11,DNASE1L2,1775
black,X6440.31,MFAP5,8076
black,X6563.78,HSPA1A,3303
black,X7206.20,FBP1,2203
black,X7761.125,CHKB,1120
black,X8307.47,C11orf68,83638
black,X8854.59,RRM2B,50484
black,X8887.21,NUDC,10726
black,X8925.25,RRM2B,50484
black,X9201.13,TAGLN2,8407
black,X9482.110,NUDT9,53343
black,X9531.24,LST1,7940
black,X9744.139,DNAJA4,55466
black,X9753.17,EZR,7430
black,X9760.13,MAPK9,5601
black,X9762.14,VASP,7408
black,X9815.5,ARHGAP1,392
black,X9831.12,G3BP2,9908
black,X9843.5,ACTN1,87
black,X9846.32,ARHGDIB,397
black,X9854.36,AKR1B1,231
black,X9864.38,TTC1,7265
black,X9877.28,CRKL,1399
black,X9884.8,PPIL1,51645
black,X9957.9,RNF114,55905
black,X9997.12,UBXN4,23190
magenta,X10088.37,APRT,353
magenta,X10336.3,STUB1,10273
magenta,X10364.6,SMAD2,4087
magenta,X10852.114,HNRNPDL,9987
magenta,X11098.1,PDXK,8566
magenta,X11333.82,ARHGAP25,9938
magenta,X11431.235,RECQL,5965
magenta,X11448.34,GALK1,2584
magenta,X11458.30,PCBP1,5093
magenta,X11614.29,ERH,2079
magenta,X11615.16,DAPP1,27071
magenta,X12334.25,SHMT1,6470
